Clean SKU,Stripped SKU,ORDER CODE,BRAND,Unnamed: 4,Unnamed: 5,LIST PRICE,DEALERS DISCOUNT,Unnamed: 8,Our Price,Our Price Values,Unnamed: 11,Compared to Sage,Compared to Generated
HSM1400,HSM1400,HSM1400,SMARTVAC,HEAT SEALING MACHINE - 400MM,,1000,0.25,0.3,750.0,750.0,,HSM1400,HSM1400
HSM1300,HSM1300,HSM1300,SMARTVAC,HEAT SEALING MACHINE - 300MM,,800,0.25,0.3,600.0,600.0,,HSM1300,HSM1300
HSM1200,HSM1200,HSM1200,SMARTVAC,HEAT SEALING MACHINE - 200MM,,500,0.25,0.3,375.0,375.0,,HSM1200,HSM1200
WMS0430,WMS0430,WMS0430,SMARTVAC,WRAPPING MACHINE - 430MM,,1600,0.25,0.3,1200.0,1200.0,,WMS0430,WMS0430
WMS0550,WMS0550,WMS0550,SMARTVAC,WRAPPING MACHINE - 550MM,,2000,0.25,0.3,1500.0,1500.0,,WMS0550,WMS0550
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 30,PAGE 30,PAGE 30,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
CR/ATO-6B,CR/ATO-6B,CR/ATO-6B,COOKRITE,6 BURNER GAS COOKING RANGE WITH OVEN,,41600,0.25,0.3,31200.0,31200.0,,CR/ATO-6B,CR/ATO-6B
CR/GRID-6B,CR/GRID-6B,CR/GRID-6B,COOKRITE,OVEN GRID - 665 x 642MM,,1000,0.25,0.3,750.0,750.0,,CR/GRID-6B,CR/GRID-6B
CR/ATO-4B,CR/ATO-4B,CR/ATO-4B,COOKRITE,4 BURNER GAS COOKING RANGE WITH OVEN,,33200,0.25,0.3,24900.0,24900.0,,CR/ATO-4B,CR/ATO-4B
CR/GRID-4B,CR/GRID-4B,CR/GRID-4B,COOKRITE,OVEN GRID - 500 x 642MM,,800,0.25,0.3,600.0,600.0,,CR/GRID-4B,CR/GRID-4B
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 31,PAGE 31,PAGE 31,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
CR/ATHP-36-6,CR/ATHP-36-6,CR/ATHP-36-6,COOKRITE,6 BURNER GAS BOILING TABLE,,16800,0.25,0.3,12600.0,12600.0,,CR/ATHP-36-6,CR/ATHP-36-6
CR/ATSE-2836,CR/ATSE-2836,CR/ATSE-2836,COOKRITE,STAND - 915MM,,4200,0.25,0.3,3150.0,3150.0,,CR/ATSE-2836,CR/ATSE-2836
CR/ATHP-24-4,CR/ATHP-24-4,CR/ATHP-24-4,COOKRITE,4 BURNER GAS BOILING TABLE,,12400,0.25,0.3,9300.0,9300.0,,CR/ATHP-24-4,CR/ATHP-24-4
CR/ATSE-2824,CR/ATSE-2824,CR/ATSE-2824,COOKRITE,STAND - 610MM,,3600,0.25,0.3,2700.0,2700.0,,CR/ATSE-2824,CR/ATSE-2824
CR/ATHP-12-2,CR/ATHP-12-2,CR/ATHP-12-2,COOKRITE,2 BURNER GAS BOILING TABLE,,7600,0.25,0.3,5700.0,5700.0,,CR/ATHP-12-2,CR/ATHP-12-2
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 32,PAGE 32,PAGE 32,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
CR/ATCB-36,CR/ATCB-36,CR/ATCB-36,COOKRITE,900MM / 3 BURNER CHAR GRILLER,,19800,0.25,0.3,14850.0,14850.0,,CR/ATCB-36,CR/ATCB-36
CR/ATRC-36,CR/ATRC-36,CR/ATRC-36,COOKRITE,900MM / 3 BURNER RADIENT GRILLER,,18800,0.25,0.3,14100.0,14100.0,,CR/ATRC-36,CR/ATRC-36
CR/ATSE-2836,CR/ATSE-2836,CR/ATSE-2836,COOKRITE,STAND - 915MM,,4200,0.25,0.3,3150.0,3150.0,,CR/ATSE-2836,CR/ATSE-2836
CR/ATCB-24,CR/ATCB-24,CR/ATCB-24,COOKRITE,600MM / 2 BURNER CHAR GRILLER,,13800,0.25,0.3,10350.0,10350.0,,CR/ATCB-24,CR/ATCB-24
CR/ATRC-24,CR/ATRC-24,CR/ATRC-24,COOKRITE,600MM / 2 BURNER RADIENT GRILLER,,13000,0.25,0.3,9750.0,9750.0,,CR/ATRC-24,CR/ATRC-24
CR/ATSE-2824,CR/ATSE-2824,CR/ATSE-2824,COOKRITE,STAND - 610MM,,3600,0.25,0.3,2700.0,2700.0,,CR/ATSE-2824,CR/ATSE-2824
GSB0001,GSB0001,GSB0001,SMARTCHEF,GRILLING STONES - 20KG,,200,0.1,0.1,180.0,180.0,,GSB0001,GSB0001
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 33,PAGE 33,PAGE 33,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
CR/ATMG-36,CR/ATMG-36,CR/ATMG-36,COOKRITE,900MM / 3 BURNER FLAT TOP GRIDDLE,,17400,0.25,0.3,13050.0,13050.0,,CR/ATMG-36,CR/ATMG-36
CR/ATSE-2836,CR/ATSE-2836,CR/ATSE-2836,COOKRITE,STAND - 915MM,,4200,0.25,0.3,3150.0,3150.0,,CR/ATSE-2836,CR/ATSE-2836
CR/ATMG-24,CR/ATMG-24,CR/ATMG-24,COOKRITE,600MM / 2 BURNER FLAT TOP GRIDDLE,,12600,0.25,0.3,9450.0,9450.0,,CR/ATMG-24,CR/ATMG-24
CR/ATSE-2824,CR/ATSE-2824,CR/ATSE-2824,COOKRITE,STAND - 610MM,,3600,0.25,0.3,2700.0,2700.0,,CR/ATSE-2824,CR/ATSE-2824
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 34,PAGE 34,PAGE 34,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
CR/ATSE-2848,CR/ATSE-2848,CR/ATSE-2848,COOKRITE,STAND - 1220mm,,4600,0.25,0.3,3450.0,3450.0,,CR/ATSE-2848,CR/ATSE-2848
CR/ATSE-2836,CR/ATSE-2836,CR/ATSE-2836,COOKRITE,STAND - 915mm,,4200,0.25,0.3,3150.0,3150.0,,CR/ATSE-2836,CR/ATSE-2836
CR/ATSE-2824,CR/ATSE-2824,CR/ATSE-2824,COOKRITE,STAND - 610mm,,3600,0.25,0.3,2700.0,2700.0,,CR/ATSE-2824,CR/ATSE-2824
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
,,,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
CR/ATFS-40,CR/ATFS-40,CR/ATFS-40,COOKRITE,FRYER FLOOR STANDING GAS 20LT ,,22000,0.25,0.3,16500.0,16500.0,,CR/ATFS-40,CR/ATFS-40
CR/ATFS-75,CR/ATFS-75,CR/ATFS-75,COOKRITE,FRYER FLOOR STANDING GAS 35LT ,,29800,0.25,0.3,22350.0,22350.0,,CR/ATFS-75,CR/ATFS-75
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
,,,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
 CR/AT80G4B-O, CR/AT80G4B-O, CR/AT80G4B-O,COOKRITE,4 BURNER GAS RANGE WITH OVEN,,36000,0.25,0.3,27000.0,27000.0,,,
 CR/AT80G6B-O, CR/AT80G6B-O, CR/AT80G6B-O,COOKRITE,6 BURNER GAS RANGE WITH OVEN,,44000,0.25,0.3,33000.0,33000.0,,,
CR/GRID-4B,CR/GRID-4B,CR/GRID-4B,COOKRITE,ADDITIONAL GRID FOR 4 BURNER,,800,0.25,0.3,600.0,600.0,,CR/GRID-4B,CR/GRID-4B
CR/GRID-6B,CR/GRID-6B,CR/GRID-6B,COOKRITE,ADDITIONAL GRID FOR 6 BURNER,,1000,0.25,0.3,750.0,750.0,,CR/GRID-6B,CR/GRID-6B
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
,,,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
CR/AT80G2B-C,CR/AT80G2B-C,CR/AT80G2B-C,COOKRITE,2 BURNER BOILING TABLE,,9600,0.25,0.3,7200.0,7200.0,,,
 CR/AT80G4B-C, CR/AT80G4B-C, CR/AT80G4B-C,COOKRITE,4 BURNER BOILING TABLE,,16400,0.25,0.3,12300.0,12300.0,,,
 CR/AT80G6B-C, CR/AT80G6B-C, CR/AT80G6B-C,COOKRITE,6 BURNER BOILING TABLE,,22800,0.25,0.3,17100.0,17100.0,,,
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
,,,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
 CR/AT80G3C-C, CR/AT80G3C-C, CR/AT80G3C-C,COOKRITE,RADIENT CHAR GRILLER - 300mm,,7800,0.25,0.3,5850.0,5850.0,,,
 CR/AT80G6C-C, CR/AT80G6C-C, CR/AT80G6C-C,COOKRITE,RADIENT CHAR GRILLER - 600mm,,13800,0.25,0.3,10350.0,10350.0,,,
 CR/AT80G9C-C, CR/AT80G9C-C, CR/AT80G9C-C,COOKRITE,RADIENT CHAR GRILLER - 900mm,,18800,0.25,0.3,14100.0,14100.0,,,
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
,,,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
 CR/AT80G3G-C, CR/AT80G3G-C, CR/AT80G3G-C,COOKRITE,FLAT TOP GRIDDLE GAS - 300mm,,8800,0.25,0.3,6600.0,6600.0,,,
 CR/AT80G6G-C, CR/AT80G6G-C, CR/AT80G6G-C,COOKRITE,FLAT TOP GRIDDLE GAS - 600mm,,13800,0.25,0.3,10350.0,10350.0,,,
 CR/AT80G9G-C, CR/AT80G9G-C, CR/AT80G9G-C,COOKRITE,FLAT TOP GRIDDLE GAS - 900mm,,19600,0.25,0.3,14700.0,14700.0,,,
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
,,,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
CR/ATSE-2824,CR/ATSE-2824,CR/ATSE-2824,COOKRITE, STAND STAINLESS STEEL - 600mm,,3600,0.25,0.3,2700.0,2700.0,,CR/ATSE-2824,CR/ATSE-2824
CR/ATSE-2836,CR/ATSE-2836,CR/ATSE-2836,COOKRITE, STAND STAINLESS STEEL - 900mm,,4200,0.25,0.3,3150.0,3150.0,,CR/ATSE-2836,CR/ATSE-2836
CR/ATSE-2848,CR/ATSE-2848,CR/ATSE-2848,COOKRITE, STAND STAINLESS STEEL - 1200mm,,4600,0.25,0.3,3450.0,3450.0,,CR/ATSE-2848,CR/ATSE-2848
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
,,,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
CR/ATSB-36,CR/ATSB-36,CR/ATSB-36,COOKRITE,GAS SALAMANDER,,18000,0.25,0.3,13500.0,13500.0,,CR/ATSB-36,CR/ATSB-36
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 35,PAGE 35,PAGE 35,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
CR/MGF8453GR,CR/MGF8453GR,CR/MGF8453GR,COOKRITE,CHEF BASE WITH DRAWERS - 1840MM,,49800,0.25,0.3,37350.0,37350.0,,CR/MGF8453GR,CR/MGF8453GR
CR/MGF8450GR,CR/MGF8450GR,CR/MGF8450GR,COOKRITE,CHEF BASE WITH DRAWERS - 1230MM,,34400,0.25,0.3,25800.0,25800.0,,CR/MGF8450GR,CR/MGF8450GR
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 36,PAGE 36,PAGE 36,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
ARI/6BG-EOC/700,ARI/6BG-EOC/700,ARI/6BG-EOC/700,ARISCO,6 BURNER WITH ELECTRIC CONVECTION OVEN & CABINET - 700 RANGE,,63200,0.25,0.3,47400.0,47400.0,,ARI/6BG-EOC/700,ARI/6BG-EOC/700
ARI/4BG-EOC/700,ARI/4BG-EOC/700,ARI/4BG-EOC/700,ARISCO,4 BURNER WITH ELECTRIC CONVECTION OVEN - 700 RANGE,,44200,0.25,0.3,33150.0,33150.0,,ARI/4BG-EOC/700,ARI/4BG-EOC/700
OGS0011,OGS0011,OGS0011,SMARTCHEF,STAINLESS STEEL OVEN GRID 1/1GN,,260,0.25,0.3,195.0,195.0,,OGS0011,OGS0011
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 37,PAGE 37,PAGE 37,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
ARI/GR922E,ARI/GR922E,ARI/GR922E,ARISCO,4 BURNER WITH ELECTRIC CONVECTION OVEN - 900 RANGE,,62800,0.25,0.3,47100.0,47100.0,,ARI/GR922E,ARI/GR922E
ARI/GR922,ARI/GR922,ARI/GR922,ARISCO,4 BURNER WITH GAS OVEN - 900 RANGE,,60800,0.25,0.3,45600.0,45600.0,,ARI/GR922,ARI/GR922
OGS0011,OGS0011,OGS0011,SMARTCHEF,STAINLESS STEEL OVEN GRID 1/1GN,,260,0.25,0.3,195.0,195.0,,OGS0011,OGS0011
ARI/GR921P,ARI/GR921P,ARI/GR921P,ARISCO,FRENCH TOP COOKER ON OPEN CABINET - 900 RANGE,,DISCON,--,--,,,,,
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 38,PAGE 38,PAGE 38,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
ARI/ER722,ARI/ER722,ARI/ER722,ARISCO,4 PLATE ELEC RANGE WITH ELEC CONVECTION OVEN - 700 RANGE,,38800,0.25,0.3,29100.0,29100.0,,ARI/ER722,ARI/ER722
ARI/ER721S/D721,ARI/ER721S/D721,ARI/ER721S/D721,ARISCO,4 PLATE ELEC RANGE ON NUTRAL CABINET - 700 RANGE,,25800,0.25,0.3,19350.0,19350.0,,ARI/ER721S/D721,ARI/ER721S/D721
OGS0011,OGS0011,OGS0011,SMARTCHEF,STAINLESS STEEL OVEN GRID 1/1GN,,260,0.25,0.3,195.0,195.0,,OGS0011,OGS0011
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 39,PAGE 39,PAGE 39,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
ARI/ER922,ARI/ER922,ARI/ER922,ARISCO,4 PLATE ELEC RANGE WITH ELEC CONVECTION OVEN - 900 RANGE,,72200,0.25,0.3,54150.0,54150.0,,ARI/ER922,ARI/ER922
ARI/ER921,ARI/ER921,ARI/ER921,ARISCO,4 PLATE ELEC RANGE ON NUTRAL CABINET - 900 RANGE,,52800,0.25,0.3,39600.0,39600.0,,ARI/ER921,ARI/ER921
OGS0021,OGS0021,OGS0021,EMPERO,OVEN GRID,,800,0.25,0.3,600.0,600.0,,OGS0021,OGS0021
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 40,PAGE 40,PAGE 40,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
ARI/EP922,ARI/EP922,ARI/EP922,ARISCO,TILTPAN - 90LT - ELEC ,,84400,0.25,0.3,63300.0,63300.0,,ARI/EP922,ARI/EP922
ARI/GP922,ARI/GP922,ARI/GP922,ARISCO,TILTPAN - 90LT - GAS,,84400,0.25,0.3,63300.0,63300.0,,ARI/GP922,ARI/GP922
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 41,PAGE 41,PAGE 41,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
TPK0040,TPK0040,TPK0040,KROMET,TILTPAN - 40LT - ELEC,,52000,0.25,0.3,39000.0,39000.0,,TPK0040,TPK0040
ORDER CODE,ORDER CODE,ORDER CODE,,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 42,PAGE 42,PAGE 42,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
ISC-BT-350K6-E,ISC-BT-350K6-E,ISC-BT-350K6-E,SMARTCHEF-I,INDUCTION COOKER TABLE MODEL - 3.5kW,P,4400,0.25,0.3,3300.0,3300.0,,ISC-BT-350K6-E,ISC-BT-350K6-E
ISC-BT-700D3(T),ISC-BT-700D3(T),ISC-BT-700D3(T),SMARTCHEF-I,INDUCTION COOKER T/MODEL DOUBLE -2x3.5kW,,14400,0.25,0.3,10800.0,10800.0,,ISC-BT-700D3(T),ISC-BT-700D3(T)
ISC-BT-350KCT2A,ISC-BT-350KCT2A,ISC-BT-350KCT2A,SMARTCHEF-I,INDUCTION WOK TABLE MODEL - 3.5kW,P,4800,0.25,0.3,3600.0,3600.0,,ISC-BT-350KCT2A,ISC-BT-350KCT2A
ISC-SSWOK,ISC-SSWOK,ISC-SSWOK,SMARTCHEF-I,INDUCTION COOKER STAINLESS STEEL WOK PAN,,2200,0.25,0.3,1650.0,1650.0,,ISC-SSWOK,ISC-SSWOK
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 44,PAGE 44,PAGE 44,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
KB/E-DZ-800G,KB/E-DZ-800G,KB/E-DZ-800G,SMARTCHEF,ELEC FRYER - 2 X 30LT -  FLOOR STANDING,,32800,0.25,0.3,24600.0,24600.0,,KB/E-DZ-800G,KB/E-DZ-800G
KB/E-DZ-800G-4,KB/E-DZ-800G-4,KB/E-DZ-800G-4,SMARTCHEF,ELEC FRYER - 4 X 15LT -  FLOOR STANDING,,37000,0.25,0.3,27750.0,27750.0,,KB/E-DZ-800G-4,KB/E-DZ-800G-4
KB/E-DZ-400GNEW CODE,KB/E-DZ-400GNEW CODE,"KB/E-DZ-400G
NEW CODE",SMARTCHEF,ELEC FRYER - 1 X 30LT -  FLOOR STANDING,,21000,0.25,0.3,15750.0,15750.0,,,
KB/E-DZ-400G-2,KB/E-DZ-400G-2,KB/E-DZ-400G-2,SMARTCHEF,ELEC FRYER - 2 X 15LT -  FLOOR STANDING,,22800,0.25,0.3,17100.0,17100.0,,KB/E-DZ-400G-2,KB/E-DZ-400G-2
FBS0075,FBS0075,FBS0075,SMARTCHEF,FRYER BASKET - 160 X 335 X 150MM DEEP,,300,0.25,0.3,225.0,225.0,,FBS0075,FBS0075
KB/E-LYC-1,KB/E-LYC-1,KB/E-LYC-1,SMARTCHEF,OIL FILTER CART,,14400,0.25,0.3,10800.0,10800.0,,KB/E-LYC-1,KB/E-LYC-1
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 45,PAGE 45,PAGE 45,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
CR/ATFS-75,CR/ATFS-75,CR/ATFS-75,COOKRITE,GAS FRYER SINGLE 35LT - FLOOR STANDING,,29800,0.25,0.3,22350.0,22350.0,,CR/ATFS-75,CR/ATFS-75
CR/ATFS-40,CR/ATFS-40,CR/ATFS-40,COOKRITE,GAS FRYER SINGLE 20LT - FLOOR STANDING,,22000,0.25,0.3,16500.0,16500.0,,CR/ATFS-40,CR/ATFS-40
FBS0012,FBS0012,FBS0012,SMARTCHEF,FRYER BASKET - 235 X 335 X 150MM DEEP,,400,0.25,0.3,300.0,300.0,,FBS0012,FBS0012
FBS0075,FBS0075,FBS0075,SMARTCHEF,FRYER BASKET - 160 X 335 X 150MM DEEP,,300,0.25,0.3,225.0,225.0,,FBS0075,FBS0075
KB/E-LYC-1,KB/E-LYC-1,KB/E-LYC-1,SMARTCHEF,OIL FILTER CART,,14400,0.25,0.3,10800.0,10800.0,,KB/E-LYC-1,KB/E-LYC-1
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 46,PAGE 46,PAGE 46,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
FSG0040,FSG0040,FSG0040,SMARTCHEF,GAS FRYER SINGLE 20LT - FLOOR STANDING,,17600,0.25,0.3,13200.0,13200.0,,FSG0040,FSG0040
FBS0075,FBS0075,FBS0075,SMARTCHEF,FRYER BASKET - 160 X 335 X 150MM DEEP,,300,0.25,0.3,225.0,225.0,,FBS0075,FBS0075
KB/E-LYC-1,KB/E-LYC-1,KB/E-LYC-1,SMARTCHEF,OIL FILTER CART,,14400,0.25,0.3,10800.0,10800.0,,KB/E-LYC-1,KB/E-LYC-1
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 47,PAGE 47,PAGE 47,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
PFS-YXD-25D,PFS-YXD-25D,PFS-YXD-25D,SMARTCHEF,PRESSURE FRYER - 25LT,,66000,0.25,0.3,49500.0,49500.0,,PFS-YXD-25D,PFS-YXD-25D
PFS-YXY-25D,PFS-YXY-25D,PFS-YXY-25D,SMARTCHEF,PRESSURE FRYER - GAS - 25LT,,78000,0.25,0.3,58500.0,58500.0,,PFS-YXY-25D,PFS-YXY-25D
PFS-YXD-BO,PFS-YXD-BO,PFS-YXD-BO,SMARTCHEF,PRESSURE FRYER BASKET - OPEN ,,1200,0.25,0.3,900.0,900.0,,PFS-YXD-BO,PFS-YXD-BO
PFS-YXD-B3,PFS-YXD-B3,PFS-YXD-B3,SMARTCHEF,PRESSURE FRYER BASKET - 3 LAYER,,1800,0.25,0.3,1350.0,1350.0,,PFS-YXD-B3,PFS-YXD-B3
PFS-YXD-BH,PFS-YXD-BHNOT IN CATALGOUE,"PFS-YXD-BH
NOT IN CATALGOUE",SMARTCHEF,HANDLE FOR PRESSURE FRYER SQUARE BASKET,,400,0.25,0.3,300.0,300.0,,,
FPS0100,FPS0100,FPS0100,SMARTCHEF,FILTER PAPER - PACK OF 100,,1200,0.25,0.3,900.0,900.0,,FPS0100,FPS0100
CKF0005,CKF0005,CKF0005,SMARTCHEF,CLEANING KIT - 5 PIECE,,3400,0.25,0.3,2550.0,2550.0,,CKF0005,CKF0005
CKF0002,CKF0002,CKF0002,SMARTCHEF,CLEANING KIT - 2 PIECE,,3400,0.25,0.3,2550.0,2550.0,,CKF0002,CKF0002
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 48,PAGE 48,PAGE 48,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
PFS-YXDT-16,PFS-YXDT-16,PFS-YXDT-16,SMARTCHEF,PRESSURE FRYER - 16LT,,18800,0.25,0.3,14100.0,14100.0,,,
PFS-YXDT-B,PFS-YXDT-B,PFS-YXDT-B,SMARTCHEF,ROUND BASKET,,1200,0.25,0.3,900.0,900.0,,,
KB/E-DZ-6L-2,KB/E-DZ-6L-2,KB/E-DZ-6L-2,SMARTCHEF,ELECTRIC FRYER - 2 X 6LT ,,4400,0.25,0.3,3300.0,3300.0,,KB/E-DZ-6L-2,KB/E-DZ-6L-2
KB/E-DZ-6L,KB/E-DZ-6L,KB/E-DZ-6L,SMARTCHEF,ELECTRIC FRYER - 6LT ,,2400,0.25,0.3,1800.0,1800.0,,KB/E-DZ-6L,KB/E-DZ-6L
FBS0043,FBS0043,FBS0043,SMARTCHEF,FRYER BASKET,,400,0.25,0.3,300.0,300.0,,FBS0043,FBS0043
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 49,PAGE 49,PAGE 49,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
CDS1000,CDS1000,CDS1000,SMARTCHEF,CHIP DUMP,,3200,0.25,0.3,2400.0,2400.0,,CDS1000,CDS1000
CDS2000,CDS2000,CDS2000,SMARTCHEF,CHIP DUMP / PACKING STATION,,8200,0.25,0.3,6150.0,6150.0,,CDS2000,CDS2000
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 50,PAGE 50,PAGE 50,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
FTS0730,FTS0730,FTS0730,SMARTCHEF,FLAT TOP GRIDDLE - 730MM,,3600,0.25,0.3,2700.0,2700.0,,FTS0730,FTS0730
FTS0550,FTS0550,FTS0550,SMARTCHEF,FLAT TOP GRIDDLE - 550MM,,2600,0.25,0.3,1950.0,1950.0,,FTS0550,FTS0550
CGS0002,CGS0002,CGS0002,SMARTCHEF,CONTACT GRILL - NON-STICK FLAT PLATES,,3000,0.25,0.3,2250.0,2250.0,,CGS0002,CGS0002
CGS1002,CGS1002,CGS1002,SMARTCHEF,CONTACT GRILL - NON-STICK RIBBED PLATES,,3000,0.25,0.3,2250.0,2250.0,,CGS1002,CGS1002
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 51,PAGE 51,PAGE 51,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
STS0009,STS0009,STS0009,SMARTCHEF,9 SLICE TOASTER - STANDARD PLATES,,DISCON,--,--,,,,STS0009,
STS1009,STS1009,STS1009,SMARTCHEF,9 SLICE TOASTER - NON-STICK PLATES - TOP & BOTTOM FLAT,,4600,0.25,0.3,3450.0,3450.0,,STS1009,STS1009
STS2009,STS2009,STS2009,SMARTCHEF,9 SLICE TOASTER - NON-STICK PLATES - TOP RIBBED / BOTTOM FLAT,,4800,0.25,0.3,3600.0,3600.0,,STS2009,STS2009
STS3009,STS3009,STS3009,SMARTCHEF,9 SLICE TOASTER - NON-STICK PLATES - TOP & BOTTOM RIBBED,,4800,0.25,0.3,3600.0,3600.0,,STS3009,STS3009
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 52,PAGE 52,PAGE 52,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
CTS0450,CTS0450,CTS0450,SMARTCHEF,CONVEYOR TOASTER - 450 SLICE(WIDE BELT),,10800,0.25,0.3,8100.0,8100.0,,CTS0450,CTS0450
CTS0300,CTS0300,CTS0300,SMARTCHEF,CONVEYOR TOASTER - 300 SLICE,,8000,0.25,0.3,6000.0,6000.0,,CTS0300,CTS0300
TLS0006,TLS0006,TLS0006,SMARTCHEF,LIFT UP TOASTER - 3/6 SLOTS ,,2400,0.25,0.3,1800.0,1800.0,,TLS0006,TLS0006
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 53,PAGE 53,PAGE 53,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
SES0936,SES0936,SES0936,SMARTCHEF,SALAMANDER ELECTRIC,P,3800,0.25,0.3,2850.0,2850.0,,SES0936,SES0936
CR/ATSB-36,CR/ATSB-36,CR/ATSB-36,COOKRITE,SALAMANDER WITH LEVER LIFT GRID - GAS,,18000,0.25,0.3,13500.0,13500.0,,CR/ATSB-36,CR/ATSB-36
MWS2510,MWS2510,MWS2510,SMARTWAVE,25LT MICROWAVE OVEN - 1000W,P,6600,0.25,0.3,4950.0,4950.0,,MWS2510,MWS2510
